eq_id,shareClassFIGI,legal_name
EQ0000445,BBG001S5RCF3,FITZROY MINERALS INC
EQ0000446,BBG001S5RCQ1,FEDERAL SCREW WORKS
EQ0000447,BBG001S5RD07,STONEX GROUP INC
EQ0000448,BBG001S5RD43,ALPARGATAS SA
EQ0000449,BBG001S5RD98,FEDERAL SIGNAL CORP
EQ0000451,BBG001S5RDZ9,H.B. FULLER CO.
EQ0000452,BBG001S5RF02,FULTON FINANCIAL CORP
EQ0000453,BBG001S5RFL9,SHILPA MEDICARE LTD
EQ0000454,BBG001S5RFN7,EUCATEX SA INDUSTRIA E COMER
EQ0000455,BBG001S5RFV8,BRINKER INTERNATIONAL INC
EQ0000456,BBG001S5RFY5,PC GROUP INC
EQ0000457,BBG001S5RG00,CHINA TIAN YUAN HEALTHCARE G
EQ0000458,BBG001S5RG28,NANKAI PLYWOOD CO LTD
EQ0000460,BBG001S5RH08,ELRON VENTURES LTD
EQ0000461,BBG001S5RHF2,GENESCO INC
EQ0000462,BBG001S5RHP1,GENERAL DYNAMICS CORP
EQ0000463,BBG001S5RHZ0,INOVIO PHARMACEUTICALS INC
EQ0000464,BBG001S5RJG7,SKYHARBOUR RESOURCES LTD
EQ0000465,BBG001S5RJH6,BETTER LIFE GROUP CO LTD
EQ0000466,BBG001S5RK01,DISTRIB DE GAS CUYANA SA-B
EQ0000467,BBG001S5RK56,GRACO INC
EQ0000468,BBG001S5RK92,GRAHAM CORP
EQ0000469,BBG001S5RKJ1,K WAH INTL HOLDINGS
EQ0000470,BBG001S5RKK9,GIGA-TRONICS INC
EQ0000471,BBG001S5RKM7,HOMELAND SECURITY CORP
EQ0000472,BBG001S5RKR2,GENERAL MILLS INC
EQ0000473,BBG001S5RKW6,GRAN TIERRA ENERGY INC
EQ0000474,BBG001S5RL09,RAMSAY HEALTH CARE LTD
EQ0000475,BBG001S5RL36,GOLD RESERVE LTD
EQ0000476,BBG001S5RLD5,STATE STREET CORP
EQ0000477,BBG001S5RLF3,MAGNERA CORP
EQ0000478,BBG001S5RLH1,CORNING INC
EQ0000479,BBG001S5RLN4,ALLY FINANCIAL INC
EQ0000480,BBG001S5RLR0,GAMESTOP CORP-CLASS A
EQ0000481,BBG001S5RM34,GATX CORP
EQ0000482,BBG001S5RM52,AVIVA PLC
EQ0000483,BBG001S5RMJ7,ROYAL CARIBBEAN CRUISES LTD
EQ0000484,BBG001S5RMP0,VIA PHARMACEUTICALS INC
EQ0000485,BBG001S5RMR8,GENTEX CORP
EQ0000486,BBG001S5RMV3,DCW LTD
EQ0000487,BBG001S5RNH7,GENUINE PARTS CO
EQ0000488,BBG001S5RNJ5,MITSUBISHI CORP
EQ0000489,BBG001S5RNK3,GROUP 1 AUTOMOTIVE INC
EQ0000490,BBG001S5RNN0,GAP INC/THE
EQ0000491,BBG001S5RP00,GORMAN-RUPP CO
EQ0000492,BBG001S5RP82,REECE LTD
EQ0000493,BBG001S5RPY3,ANGIODYNAMICS INC
EQ0000494,BBG001S5RQ08,JAMAICA PRODUCERS GROUP
EQ0000495,BBG001S5RQ62,GOODYEAR TIRE & RUBBER CO
EQ0000496,BBG001S5RQR9,GETTY REALTY CORP
EQ0000497,BBG001S5RR88,GOODHEART-WILLCOX CO INC
EQ0000498,BBG001S5RRD2,WW GRAINGER INC
EQ0000499,BBG001S5RS40,COMJOYFUL INTERNATIONAL CO
EQ0000500,BBG001S5RS59,HALLIBURTON CO
EQ0000501,BBG001S5RS95,QAF LTD
EQ0000502,BBG001S5RSM0,HARLEYSVILLE FINANCIAL CORP
EQ0000503,BBG001S5RSN9,FUJIKURA LTD
EQ0000504,BBG001S5RSQ6,HASBRO INC
EQ0000505,BBG001S5RST3,ALLIENT INC
EQ0000506,BBG001S5RSZ6,HUNTINGTON BANCSHARES INC
EQ0000507,BBG001S5RTB0,HIGHLANDS BANKSHARES INC
EQ0000508,BBG001S5RTQ4,WELLTOWER INC
EQ0000509,BBG001S5RTS2,HEALTHPEAK PROPERTIES INC
EQ0000510,BBG001S5RTV8,HEALTHCARE SERVICES GROUP
EQ0000511,BBG001S5RTW7,HOME DEPOT INC
EQ0000512,BBG001S5RTY5,HARLEY-DAVIDSON INC
EQ0000513,BBG001S5RV43,HAWAIIAN ELECTRIC INDS
EQ0000514,BBG001S5RVB5,SOUTH CHINA FIN HOLDINGS LTD
EQ0000515,BBG001S5RVC4,HEICO CORP
EQ0000516,BBG001S5RVH9,HELEN OF TROY LTD
EQ0000517,BBG001S5RVW2,YUEXIU PROPERTY CO LTD
EQ0000518,BBG001S5RW87,BURCELIK BURSA CELIK DOKUM S
EQ0000519,BBG001S5RWM1,LANDSTAR SYSTEM INC
EQ0000520,BBG001S5RX49,STARHUB LTD
EQ0000521,BBG001S5RX58,STONERIDGE INC
EQ0000523,BBG001S5RXF7,HECLA MINING CO
EQ0000525,BBG001S5RY01,HORACE MANN EDUCATORS
EQ0000526,BBG001S5RY83,HOST HOTELS & RESORTS INC
EQ0000527,BBG001S5RYD7,MITANI CORP
EQ0000528,BBG001S5RZ35,HOMASOTE COMPANY
EQ0000529,BBG001S5RZ62,CANALASKA URANIUM LTD
EQ0000530,BBG001S5RZM4,HOVNANIAN ENTERPRISES-A
EQ0000531,BBG001S5RZP1,HELMERICH & PAYNE
EQ0000532,BBG001S5RZZ0,NEW GUINEA GOLD CORP
EQ0000533,BBG001S5S031,H&R BLOCK INC
EQ0000534,BBG001S5S095,GREEN STREET CAPITAL CORP
EQ0000535,BBG001S5S0D0,HORMEL FOODS CORP
EQ0000536,BBG001S5S0N9,L3HARRIS TECHNOLOGIES INC
EQ0000537,BBG001S5S0V0,ENVIRI CORP
EQ0000538,BBG001S5S148,HERSHEY CO/THE
EQ0000539,BBG001S5S1D8,HEARTLAND EXPRESS INC
EQ0000540,BBG001S5S1L9,HUBBELL INC
EQ0000541,BBG001S5S1R3,CHESAPEAKE GOLD CORP
EQ0000542,BBG001S5S1V8,CANTERRA MINERALS CORP
EQ0000543,BBG001S5S1X6,HUMANA INC
EQ0000544,BBG001S5S200,HURCO COMPANIES INC
EQ0000545,BBG001S5S282,HAWKINS INC
EQ0000546,BBG001S5S2J0,HEXCEL CORP
EQ0000547,BBG001S5S335,INDEPENDENT BANK CORP - MICH
EQ0000548,BBG001S5S399,INTL BUSINESS MACHINES CORP
EQ0000549,BBG001S5S3P1,IMMUCELL CORP
EQ0000550,BBG001S5S3S8,NAMSYS INC
EQ0000551,BBG001S5S4M2,IDACORP INC
EQ0000552,BBG001S5S4Y9,IDEXX LABORATORIES INC
EQ0000553,BBG001S5S4Z8,CSI PROPERTIES LTD
EQ0000554,BBG001S5S530,IEH CORP
EQ0000555,BBG001S5S5F7,INTL FLAVORS & FRAGRANCES
EQ0000556,BBG001S5S5S3,INTERFACE INC
EQ0000557,BBG001S5S610,RIX CORP
EQ0000558,BBG001S5S638,DFI RETAIL NUSANTARA TBK PT
EQ0000559,BBG001S5S647,TREDEGAR CORP
EQ0000560,BBG001S5S692,ELYS BMG GROUP INC
EQ0000561,BBG001S5S6D7,ALDAR PROPERTIES PJSC
EQ0000562,BBG001S5S6N6,COHERENT CORP
EQ0000563,BBG001S5S781,Q-GOLD RESOURCES LTD
EQ0000564,BBG001S5S7D5,INGLES MARKETS INC-CLASS A
EQ0000566,BBG001S5S7Y2,SHANXI GUOXIN ENERGY CORP-B
EQ0000567,BBG001S5S8F1,INDEPENDENT BANK CORP/MA
EQ0000568,BBG001S5S8H9,ALBIS LEASING AG
EQ0000569,BBG001S5S8W2,ADM TRONICS UNLIMITED INC/DE
EQ0000570,BBG001S5S923,WOOSUNG MATERIALS CO LTD
EQ0000571,BBG001S5S932,DORMAN PRODUCTS INC
EQ0000572,BBG001S5S9J5,WORLD KINECT CORP
EQ0000573,BBG001S5S9Q7,INTERGROUP CORP
EQ0000574,BBG001S5S9W0,IMD COS INC
EQ0000575,BBG001S5SB00,SWCC CORP
EQ0000576,BBG001S5SB82,ISOMET CORP
EQ0000577,BBG001S5SBD6,INCOME OPP REALTY INVESTORS
EQ0000578,BBG001S5SBF4,INTERNATIONAL PAPER CO
EQ0000579,BBG001S5SBN5,STAMFORD LAND CORP LTD
EQ0000580,BBG001S5SBV6,TRANE TECHNOLOGIES PLC
EQ0000581,BBG001S5SBX4,GAEASOFT
EQ0000582,BBG001S5SC99,SAMSUNG ELECTRO-REGS GDR PFD
EQ0000583,BBG001S5SCD4,AUTODESK INC
EQ0000584,BBG001S5SCG1,DITEM EXPLORATIONS INC
EQ0000585,BBG001S5SCN3,NORTHPOINT COMMUNICATIONS
EQ0000586,BBG001S5SCV4,1MAGE SOFTWARE INC
EQ0000587,BBG001S5SD51,TOKYO SANGYO CO LTD
EQ0000588,BBG001S5SD60,GARTNER INC
EQ0000589,BBG001S5SDL3,INVESTORS TITLE CO
EQ0000590,BBG001S5SDX0,ILLINOIS TOOL WORKS
EQ0000591,BBG001S5SF10,TOKAI ELECTRONICS CO LTD
EQ0000592,BBG001S5SF65,INTEL CORP
EQ0000594,BBG001S5SFN6,JACO ELECTRONICS INC
EQ0000595,BBG001S5SFR2,JOHN ADAMS LIFE CORP
EQ0000596,BBG001S5SFY4,HUNT (JB) TRANSPRT SVCS INC
EQ0000598,BBG001S5SGH1,AALBERTS NV
EQ0000599,BBG001S5SGJ9,JARDINE MATHESON HOLDINGS
EQ0000600,BBG001S5SGS9,CALDWELL PARTNERS INTL
EQ0000601,BBG001S5SH98,J & J SNACK FOODS CORP
EQ0000602,BBG001S5SHB5,JACK HENRY & ASSOCIATES INC
EQ0000603,BBG001S5SHD3,GALLERY RESOURCES LTD
EQ0000604,BBG001S5SHQ9,JOHNSON & JOHNSON
EQ0000605,BBG001S5SHT6,GEE GROUP INC
EQ0000606,BBG001S5SJD9,NATIONAL LAMPOON INC
EQ0000607,BBG001S5SJG6,ORACLE CORP
EQ0000608,BBG001S5SJR4,PRICER AB-B SHS
EQ0000609,BBG001S5SJV9,KB HOME
EQ0000610,BBG001S5SK00,KANSAS CITY LIFE INS CO
EQ0000611,BBG001S5SKH2,KELLY SERVICES INC -A
EQ0000613,BBG001S5SKP3,GLOBAL ASSET MANAGEMENT GROU
EQ0000614,BBG001S5SKR1,KEWAUNEE SCIENTIFIC CP
EQ0000615,BBG001S5SKT9,KIRBY CORP
EQ0000616,BBG001S5SKV6,KEYCORP
EQ0000617,BBG001S5SLM4,KLA CORP
EQ0000618,BBG001S5SLP1,KULICKE & SOFFA INDUSTRIES
EQ0000619,BBG001S5SLZ0,KIMBERLY-CLARK CORP
EQ0000620,BBG001S5SM97,KENNAMETAL INC
EQ0000622,BBG001S5SMQ8,COCA-COLA CO/THE
EQ0000623,BBG001S5SMT5,THERMOGENESIS HOLDINGS INC
EQ0000624,BBG001S5SMZ8,KOSS CORP
EQ0000625,BBG001S5SN40,KROGER CO
EQ0000626,BBG001S5SNJ4,HEALIUS LTD
EQ0000627,BBG001S5SNK2,KEY TRONIC CORP
EQ0000629,BBG001S5SPK7,LAKELAND INDUSTRIES INC
EQ0000630,BBG001S5SPQ1,MARZETTI COMPANY/THE
EQ0000631,BBG001S5SPT8,LANCER ORTHODONTICS INC
EQ0000632,BBG001S5SQ43,DISTRIBUTION SOLUTIONS GROUP
EQ0000633,BBG001S5SQG0,TRANSCONTINENTAL REALTY INV
EQ0000634,BBG001S5SQM3,LCNB CORPORATION
EQ0000635,BBG001S5SR69,LONGPORT INC
EQ0000636,BBG001S5SRD1,AXOGEN INC
EQ0000637,BBG001S5SRF9,LEE ENTERPRISES
EQ0000638,BBG001S5SRG8,LEGGETT & PLATT INC
EQ0000639,BBG001S5SRH7,HUA YU LIEN DEVELOPMENT CO
EQ0000640,BBG001S5SRK3,LENNAR CORP-A
EQ0000641,BBG001S5SSD9,SPIRE INC
EQ0000642,BBG001S5SSG6,LGL GROUP INC/THE
EQ0000643,BBG001S5SSS3,CYCLOPSS CORPORATION
EQ0000644,BBG001S5SST2,LENNOX INTERNATIONAL INC
EQ0000645,BBG001S5STL8,ELI LILLY & CO
EQ0000646,BBG001S5STN6,COGNIZANT TECH SOLUTIONS-A
EQ0000647,BBG001S5STV7,LINCOLN NATIONAL CORP
EQ0000648,BBG001S5SVL3,LOWE'S COS INC
EQ0000649,BBG001S5SW04,LOUISIANA-PACIFIC CORP
EQ0000650,BBG001S5SW40,LAM RESEARCH CORP
EQ0000651,BBG001S5SWL1,BATH & BODY WORKS INC
EQ0000652,BBG001S5SWY7,ATLANTICA INC
EQ0000653,BBG001S5SX02,JEFFERIES FINANCIAL GROUP IN
EQ0000654,BBG001S5SX75,UNITED UTILITIES GROUP PLC
EQ0000655,BBG001S5SXC9,SOUTHWEST AIRLINES CO
EQ0000656,BBG001S5SXN7,LIFEWAY FOODS INC
EQ0000657,BBG001S5SXV8,LSI INDUSTRIES INC
EQ0000658,BBG001S5SXX6,LA-Z-BOY INC
EQ0000659,BBG001S5SY91,MAGNA INTERNATIONAL INC
EQ0000660,BBG001S5SYB8,BASF SE
EQ0000661,BBG001S5SYD6,MONARCH SERVICES INC
EQ0000662,BBG001S5SYJ0,SANMINA CORP
EQ0000663,BBG001S5SYP3,ACCOR SA
EQ0000664,BBG001S5SYW5,MANPOWERGROUP INC
EQ0000665,BBG001S5SZ52,MARINE PETROLEUM TRUST
EQ0000666,BBG001S5SZ70,MASCO CORP
EQ0000667,BBG001S5SZF1,MATTEL INC
EQ0000668,BBG001S5SZP0,TRIMBLE INC
EQ0000669,BBG001S5SZV3,MAYS (J.W.) INC
EQ0000670,BBG001S5T021,MBIA INC
EQ0000671,BBG001S5T0G6,MID PENN BANCORP INC
EQ0000673,BBG001S5T0T2,MESTEK INC
EQ0000674,BBG001S5T110,MCDONALD'S CORP
EQ0000675,BBG001S5T1N6,IMPERIAL OIL LTD
EQ0000676,BBG001S5T1R2,SINIL PHARM CO LTD
EQ0000677,BBG001S5T1V7,TADANO LTD
EQ0000678,BBG001S5T209,HG HOLDINGS INC
EQ0000679,BBG001S5T2D5,ICC INTERNATIONAL PCL
EQ0000680,BBG001S5T2G2,PRESTAR RESOURCES BHD
EQ0000681,BBG001S5T2L6,JAKARTA INT'L HOTELS & DEV
EQ0000682,BBG001S5T2S9,MEDTRONIC PLC
EQ0000683,BBG001S5T2T8,PASSUR AEROSPACE INC
EQ0000684,BBG001S5T2W4,MDU RESOURCES GROUP INC
EQ0000685,BBG001S5T334,ENM HOLDINGS LTD
EQ0000686,BBG001S5T3R8,METLIFE INC
EQ0000687,BBG001S5T3T6,METHODE ELECTRONICS INC
EQ0000688,BBG001S5T3Z9,ASIAN ENERGY SERVICES LTD
EQ0000689,BBG001S5T450,MICROWAVE FILTER CO INC
EQ0000690,BBG001S5T4D1,CLIMB GLOBAL SOLUTIONS INC
EQ0000691,BBG001S5T4S5,DEUTSCHE TELEKOM AG-REG
EQ0000692,BBG001S5T593,MCGRATH RENTCORP
EQ0000693,BBG001S5T5C9,ELECTRONIC ARTS INC
EQ0000694,BBG001S5T5G5,EQUITY LIFESTYLE PROPERTIES
EQ0000695,BBG001S5T5L9,MERITAGE HOSPITALITY GROUP
EQ0000696,BBG001S5T5M8,S&P GLOBAL INC
EQ0000697,BBG001S5T6P3,MITEK SYSTEMS INC
EQ0000699,BBG001S5T6T9,ELMOS SEMICONDUCTOR SE
EQ0000701,BBG001S5T762,MESA LABORATORIES INC
EQ0000702,BBG001S5T771,MILLERKNOLL INC
EQ0000703,BBG001S5T780,PROTAGENIC THERAPEUTICS INC
EQ0000704,BBG001S5T7D4,MAUI LAND & PINEAPPLE CO
EQ0000705,BBG001S5T7M4,MARSH & MCLENNAN COS
EQ0000706,BBG001S5T7X2,3M CO
EQ0000707,BBG001S5T824,CANOX CORP
EQ0000708,BBG001S5T8T5,ALTRIA GROUP INC
EQ0000709,BBG001S5T913,MODINE MANUFACTURING CO
EQ0000710,BBG001S5T922,MOOG INC-CLASS A
EQ0000713,BBG001S5T9L1,MOTOROLA SOLUTIONS INC
EQ0000714,BBG001S5TB45,MPM TECHNOLOGIES INC
EQ0000715,BBG001S5TBJ9,SBI INVESTMENT KOREA CO LTD
EQ0000716,BBG001S5TBQ1,SWELECT ENERGY SYSTEMS LTD
EQ0000717,BBG001S5TBX3,AUTOBACS SEVEN CO LTD
EQ0000718,BBG001S5TC16,COGNEX CORP
EQ0000719,BBG001S5TC25,MCRAE INDUSTRIES  -CL A
EQ0000721,BBG001S5TC52,MERCK & CO. INC.
EQ0000722,BBG001S5TCB5,FAISAL ISLAMIC BANK OF EGYPT
EQ0000723,BBG001S5TCK5,MARTEN TRANSPORT LTD
EQ0000724,BBG001S5TCM3,SK JAPAN CO LTD
EQ0000725,BBG001S5TCN2,MSA SAFETY INC
EQ0000726,BBG001S5TCR8,MESABI TRUST
EQ0000727,BBG001S5TCZ9,MIDDLESEX WATER CO
EQ0000728,BBG001S5TD05,MICROSOFT CORP
EQ0000729,BBG001S5TD87,MSC INDUSTRIAL DIRECT CO-A
EQ0000730,BBG001S5TDF9,ATLAS COPCO AB-A SHS
EQ0000731,BBG001S5TDJ5,ACERINOX SA
EQ0000732,BBG001S5TF37,MOUNTAIN ENERGY INC
EQ0000733,BBG001S5TFD6,VAIL RESORTS INC
EQ0000734,BBG001S5TFG3,NYTEX COMPOSITES CO LTD
EQ0000735,BBG001S5TFN5,TOYO SEIKAN GROUP HOLDINGS L
EQ0000736,BBG001S5TFR1,MESA ROYALTY TRUST
EQ0000737,BBG001S5TFZ2,MINERALS TECHNOLOGIES INC
EQ0000738,BBG001S5TG35,MUELLER (PAUL) CO
EQ0000739,BBG001S5TG80,MURPHY OIL CORP
EQ0000740,BBG001S5TGH0,ASIA STANDARD INTL.GROUP
EQ0000741,BBG001S5TGM4,LEADER STEEL HOLDINGS BHD
EQ0000742,BBG001S5TH79,PUBLIC STORAGE
EQ0000743,BBG001S5TH97,MYERS INDUSTRIES INC
EQ0000745,BBG001S5THX0,ONTO INNOVATION INC
EQ0000746,BBG001S5TJT1,NACCO INDUSTRIES-CL A
EQ0000747,BBG001S5TK72,CRAWFORD & COMPANY -CL A
EQ0000749,BBG001S5TKK7,NORDSON CORP
EQ0000750,BBG001S5TKX3,NEWMONT CORP
EQ0000751,BBG001S5TLL4,NEW ENGLAND REALTY ASSOC-LP
EQ0000752,BBG001S5TLR8,NATIONAL FUEL GAS CO
EQ0000753,BBG001S5TM87,ATLAS COPCO AB-SPONS ADR A
EQ0000754,BBG001S5TMB3,CHINA ELECTRIC MANUFACTURING
EQ0000756,BBG001S5TMF9,NISOURCE INC
EQ0000757,BBG001S5TMG8,BUDI STARCH & SWEETENER TBK
EQ0000758,BBG001S5TMT4,NEW JERSEY RESOURCES CORP
EQ0000759,BBG001S5TMX9,NLI HOLDINGS INC
EQ0000760,BBG001S5TN94,GAJAH TUNGGAL TBK PT
EQ0000761,BBG001S5TP08,NOBILITY HOMES INC
EQ0000762,BBG001S5TP26,NORTHROP GRUMMAN CORP
EQ0000763,BBG001S5TPT7,NATIONAL PRESTO INDS INC
EQ0000764,BBG001S5TQ79,NOBLE ROMANS INC
EQ0000766,BBG001S5TQJ6,NORFOLK SOUTHERN CORP
EQ0000767,BBG001S5TR13,NAPCO SECURITY TECHNOLOGIES
EQ0000768,BBG001S5TR22,NETWORK-1 TECHNOLOGIES INC
EQ0000769,BBG001S5TRG7,NORTHERN TRUST CORP
EQ0000770,BBG001S5TRH6,ROWE COS/THE
EQ0000771,BBG001S5TRL1,EVERSOURCE ENERGY
EQ0000772,BBG001S5TRV0,NUCOR CORP
EQ0000773,BBG001S5TS20,SURGE COMPONENTS INC
EQ0000774,BBG001S5TSF6,LIQUID MEDIA GROUP LTD
EQ0000776,BBG001S5TSM8,NVR INC
EQ0000777,BBG001S5TSW7,NEWELL BRANDS INC
EQ0000778,BBG001S5TT91,NEW YORK HEALTH CARE INC
EQ0000779,BBG001S5TTL7,KIWOOM SECURITIES CO LTD
EQ0000780,BBG001S5TTY3,ROGERS CORP
EQ0000781,BBG001S5TV87,LINCOLN ELECTRIC HOLDINGS
EQ0000782,BBG001S5TVB3,HORIZONS HOLDINGS INTERNATIO
EQ0000783,BBG001S5TVY8,OGE ENERGY CORP
EQ0000784,BBG001S5TWK1,ONEOK INC
EQ0000785,BBG001S5TWW8,OLIN CORP
EQ0000786,BBG001S5TWY6,ONE LIBERTY PROPERTIES INC
EQ0000787,BBG001S5TX10,HYDRAULIQUE HOLDING
EQ0000788,BBG001S5TX65,ORMAND INDUSTRIES INC
EQ0000789,BBG001S5TXW6,ORBIT INTERNATIONAL CORP
EQ0000791,BBG001S5TYX3,OTTER TAIL CORP
EQ0000792,BBG001S5TYZ1,OUTBACK OIL & MINERAL EXPL
EQ0000793,BBG001S5TZ33,FORD MOTOR CO
EQ0000794,BBG001S5TZF0,OXFORD INDUSTRIES INC
EQ0000795,BBG001S5TZG9,OCCIDENTAL PETROLEUM CORP
EQ0000796,BBG001S5TZJ6,NVIDIA CORP
EQ0000797,BBG001S5TZK4,SAC'S BAR HOLDINGS INC
EQ0000798,BBG001S5TZM2,CONOCOPHILLIPS
EQ0000799,BBG001S5TZW1,CREATIVE TECHNOLOGY LTD
EQ0000800,BBG001S5TZY9,CALCITECH LTD
EQ0000801,BBG001S5V082,OSG CORP
EQ0000802,BBG001S5V091,SICHUAN SWELLFUN CO LTD-A
EQ0000803,BBG001S5V0C7,BANCO MERCANTIL DE INVE-PREF
EQ0000804,BBG001S5V0G3,KOWLOON DEVELOPMENT CO LTD
EQ0000805,BBG001S5V0M6,AEDES SPA
EQ0000806,BBG001S5V0V6,PATRICK INDUSTRIES INC
EQ0000807,BBG001S5V135,PAYCHEX INC
EQ0000808,BBG001S5V171,PITNEY BOWES INC
EQ0000809,BBG001S5V1J8,TAKEDA MACHINERY CO LTD
EQ0000810,BBG001S5V1L5,TENAGA NASIONAL BHD
EQ0000811,BBG001S5V1N3,PERMIAN BASIN ROYALTY TRUST
EQ0000812,BBG001S5V1S8,PACCAR INC
EQ0000813,BBG001S5V206,P G & E CORP
EQ0000814,BBG001S5V297,TUTOR PERINI CORP
EQ0000815,BBG001S5V2D2,SIDERURGICA J.L. ALIPERTI SA
EQ0000816,BBG001S5V2F0,SHOEI FOODS CORP
EQ0000817,BBG001S5V2Y9,PRESIDENTIAL RLTY CORP -CL A
EQ0000819,BBG001S5V359,PRECISION DRILLING CORP
EQ0000820,BBG001S5V377,PEOPLES BANCORP OF NC
EQ0000821,BBG001S5V3C1,PUBLIC SERVICE ENTERPRISE GP
EQ0000822,BBG001S5V3Z6,SCREEN HOLDINGS CO LTD
EQ0000823,BBG001S5V466,PFIZER INC
EQ0000824,BBG001S5V4L9,PROCTER & GAMBLE CO/THE
EQ0000825,BBG001S5V4P5,TOWERSTREAM CORP
EQ0000826,BBG001S5V4Y5,PORTLAND GENERAL ELECTRIC CO
EQ0000827,BBG001S5V509,PROGRESSIVE CORP
EQ0000828,BBG001S5V554,PARKER HANNIFIN CORP
EQ0000829,BBG001S5V581,FORMOSAN UNION CHEMICAL CORP
EQ0000830,BBG001S5V5B7,RENASANT CORP
EQ0000833,BBG001S5V5K7,PULTEGROUP INC
EQ0000834,BBG001S5V6L4,AMEXDRUG CORP
EQ0000835,BBG001S5V6V3,AGILYSYS INC
EQ0000836,BBG001S5V732,PARK AEROSPACE CORP
EQ0000837,BBG001S5V741,PACKAGING CORP OF AMERICA
EQ0000838,BBG001S5V778,PARK-OHIO HOLDINGS CORP
EQ0000839,BBG001S5V7C2,PHOTRONICS INC
EQ0000840,BBG001S5V7Y8,TVB LTD
EQ0000841,BBG001S5V803,FLIGHT CENTRE TRAVEL GROUP L
EQ0000842,BBG001S5V812,PLEXUS CORP
EQ0000843,BBG001S5V858,MMG LTD
EQ0000844,BBG001S5V8G6,PARADIGM MEDICAL INDUSTRIES
EQ0000845,BBG001S5V8R4,AEGON LTD
EQ0000846,BBG001S5V947,PNC FINANCIAL SERVICES GROUP
EQ0000847,BBG001S5V965,DEVELOPMENT & ENGINEER CONSU
EQ0000848,BBG001S5V9B9,ZEHNDER GROUP AG-RG
EQ0000849,BBG001S5V9C8,ETERNITY INVESTMENT LTD
EQ0000850,BBG001S5V9H3,UNIVERSAL DISPLAY CORP
EQ0000851,BBG001S5V9J1,TXNM ENERGY INC
EQ0000852,BBG001S5V9V7,OMV AG
EQ0000853,BBG001S5VB15,PINNACLE WEST CAPITAL
EQ0000854,BBG001S5VB60,PRECISION OPTICS CORP INC
EQ0000855,BBG001S5VBK4,POOL CORP
EQ0000856,BBG001S5VBM2,POPE & TALBOT INC
EQ0000857,BBG001S5VBT5,POWELL INDUSTRIES INC
EQ0000858,BBG001S5VBV2,ENVIRONMENTAL POWER CORP
EQ0000859,BBG001S5VC13,PPG INDUSTRIES INC
EQ0000860,BBG001S5VC31,PPL CORP
EQ0000861,BBG001S5VCC1,REGIONAL CONTAINER LINE PCL
EQ0000865,BBG001S5VDD8,IMAGINEER CO LTD
EQ0000866,BBG001S5VDZ4,PACIFIC CENTURY PREMIUM DEVE
EQ0000867,BBG001S5VFD3,ESSENTIAL UTILITIES INC
EQ0000868,BBG001S5VFS7,COLUMBUS MCKINNON CORP/NY
EQ0000870,BBG001S5VG05,ATMOS ENERGY CORP
EQ0000871,BBG001S5VG69,PAR TECHNOLOGY CORP/DEL
EQ0000872,BBG001S5VG78,LAPINE CO LTD
EQ0000873,BBG001S5VGQ7,PAMT CORP
EQ0000874,BBG001S5VGY8,PVH CORP
EQ0000875,BBG001S5VH49,POWER REIT
EQ0000876,BBG001S5VH85,QUANTA SERVICES INC
EQ0000877,BBG001S5VHK1,YUMA ENERGY INC
EQ0000878,BBG001S5VJ45,HANWA CO LTD
EQ0000879,BBG001S5VJ63,HAWICK DATA NV
EQ0000880,BBG001S5VK15,RYDER SYSTEM INC
EQ0000881,BBG001S5VK42,CASS INFORMATION SYSTEMS INC
EQ0000882,BBG001S5VKD2,VEEKO INTERNATIONAL HLDGS
EQ0000883,BBG001S5VKG9,DE LICACY INDUSTRIAL CO LTD
EQ0000884,BBG001S5VKN1,ALBANY INTL CORP-CL A
EQ0000885,BBG001S5VKT5,RAND CAPITAL CORP
EQ0000886,BBG001S5VL68,REGAL REXNORD CORP
EQ0000887,BBG001S5VLP7,HACKETT GROUP INC/THE
EQ0000888,BBG001S5VLS4,RCM TECHNOLOGIES INC
EQ0000889,BBG001S5VLV0,APG SGA SA
EQ0000890,BBG001S5VM39,TGI SOLAR POWER GROUP INC
EQ0000891,BBG001S5VMD8,RELIABILITY INC
EQ0000892,BBG001S5VML9,RESEARCH FRONTIERS INC
EQ0000893,BBG001S5VMR3,ION EXCHANGE (INDIA) LTD
EQ0000894,BBG001S5VMS2,RICHARDSON ELEC LTD
EQ0000895,BBG001S5VN00,WUCHAN ZHONGDA GROUP CO L-A
EQ0000896,BBG001S5VN37,RPC INC
EQ0000897,BBG001S5VN82,RENNOVA HEALTH INC
EQ0000898,BBG001S5VNT9,REPLIGEN CORP
EQ0000899,BBG001S5VNW5,DILLARDS INC-CL A
EQ0000900,BBG001S5VNX4,ROYAL GOLD INC
EQ0000901,BBG001S5VP41,ROBERT HALF INC
EQ0000902,BBG001S5VP87,MOODY'S CORP
EQ0000903,BBG001S5VPF9,PT TIMAH (PERSERO) TBK
EQ0000904,BBG001S5VPQ7,GEORGE RISK INDUSTRIES INC
EQ0000905,BBG001S5VQ03,RAYMOND JAMES FINANCIAL INC
EQ0000906,BBG001S5VQ21,MOLSON COORS BEVERAGE CO - B
EQ0000907,BBG001S5VQ58,RLI CORP
EQ0000908,BBG001S5VQC0,ROCKY MOUNTAIN CHOC FACT INC
EQ0000909,BBG001S5VQH5,GOME RETAIL HOLDINGS LTD
